date,product_id,product_name,brand,category,price,competitor_price,cost,search_trend,review_velocity,social_buzz,quantity
2024-08-08,3,OnePlus 11,OnePlus,Smartphone,662,607,425,59.43985328166329,21.26504243338896,40.825976311957035,5
2024-08-09,3,OnePlus 11,OnePlus,Smartphone,659,626,425,57.56921943920792,24.319358297760033,44.17225966465317,5
2024-08-10,3,OnePlus 11,OnePlus,Smartphone,692,656,425,63.5283364315262,22.280608293761944,25.55400252130707,5
2024-08-11,3,OnePlus 11,OnePlus,Smartphone,614,692,425,45.68341084002734,21.552717899654688,67.10740973462384,5
2024-08-12,3,OnePlus 11,OnePlus,Smartphone,648,637,425,75.36061181709529,22.98768852947364,39.33045159575781,5
2024-08-13,3,OnePlus 11,OnePlus,Smartphone,606,705,425,76.05619832565118,9.596297373045108,68.08727631074065,5
2024-08-14,3,OnePlus 11,OnePlus,Smartphone,694,647,425,57.54093735716496,27.580679482867787,26.591575960875595,5
2024-08-15,3,OnePlus 11,OnePlus,Smartphone,686,725,425,44.88212854031064,22.674853361818847,41.04756217826431,5
2024-08-16,3,OnePlus 11,OnePlus,Smartphone,678,630,425,54.627948986474856,26.19505567207639,41.09050579166877,5
2024-08-17,3,OnePlus 11,OnePlus,Smartphone,677,714,425,48.626360580486,18.358319405951562,54.745675438434645,5
2024-08-18,3,OnePlus 11,OnePlus,Smartphone,698,720,425,61.477305032642306,18.88064932753192,71.06784259171577,5
2024-08-19,3,OnePlus 11,OnePlus,Smartphone,667,631,425,40.65035882759529,19.253192521751792,14.487835199400827,5
2024-08-20,3,OnePlus 11,OnePlus,Smartphone,649,650,425,50.42631963830613,15.91080401169323,44.30956538402019,5
2024-08-21,3,OnePlus 11,OnePlus,Smartphone,625,663,425,55.64210270376364,15.792752429354957,42.832402239443134,5
2024-08-22,3,OnePlus 11,OnePlus,Smartphone,680,715,425,54.37794303779736,20.28848611082892,60.86250861315745,5
2024-08-23,3,OnePlus 11,OnePlus,Smartphone,665,710,425,54.72005978234387,26.765345800832037,1.6847546602142982,5
2024-08-24,3,OnePlus 11,OnePlus,Smartphone,623,603,425,61.08024430076669,11.308389975144296,54.57949683785332,5
2024-08-25,3,OnePlus 11,OnePlus,Smartphone,698,616,425,61.74494911353258,21.840318659666604,61.847867384658734,5
2024-08-26,3,OnePlus 11,OnePlus,Smartphone,617,590,425,63.46706723371919,22.029027276392704,48.24213422893185,5
2024-08-27,3,OnePlus 11,OnePlus,Smartphone,669,725,425,58.68436154486605,14.886875070642988,73.32673306562178,5
2024-08-28,3,OnePlus 11,OnePlus,Smartphone,659,662,425,52.4151840087519,17.772240482440367,41.4895429158934,5
2024-08-29,3,OnePlus 11,OnePlus,Smartphone,607,624,425,57.16848115120124,9.874800431619136,52.37140847865179,5
2024-08-30,3,OnePlus 11,OnePlus,Smartphone,609,681,425,67.47444971427056,21.489380955119227,56.75233450919971,5
2024-08-31,3,OnePlus 11,OnePlus,Smartphone,609,725,425,62.3000278630559,11.813759070176674,66.6205731422457,5
2024-09-01,3,OnePlus 11,OnePlus,Smartphone,668,683,425,83.67414364027121,18.111175562387615,30.63586670760164,5
2024-09-02,3,OnePlus 11,OnePlus,Smartphone,641,611,425,48.854676849919386,11.303974239136,66.60065636430976,5
2024-09-03,3,OnePlus 11,OnePlus,Smartphone,617,588,425,76.39303883369097,25.393595254015075,62.12994148245931,5
2024-09-04,3,OnePlus 11,OnePlus,Smartphone,699,704,425,62.75812468097975,11.189171747835653,36.74219010426496,5
2024-09-05,3,OnePlus 11,OnePlus,Smartphone,647,705,425,73.71159553538192,28.240013950283497,83.76162656463424,5
2024-09-06,3,OnePlus 11,OnePlus,Smartphone,661,689,425,50.6511330728663,18.884650941046463,67.85504510914053,5
2024-09-07,3,OnePlus 11,OnePlus,Smartphone,651,636,425,64.36732555564835,22.006035817414975,53.671254900271606,5
2024-09-08,3,OnePlus 11,OnePlus,Smartphone,666,695,425,81.05161380972417,13.95093901471044,61.317135496560496,5
2024-09-09,3,OnePlus 11,OnePlus,Smartphone,634,652,425,73.99911560231394,21.29663192645558,25.038257780341556,5
2024-09-10,3,OnePlus 11,OnePlus,Smartphone,653,716,425,61.829944496452605,15.828643284660172,24.234917774549054,5
2024-09-11,3,OnePlus 11,OnePlus,Smartphone,627,720,425,74.36429519558867,16.480418372922276,34.1794331755112,5
2024-09-12,3,OnePlus 11,OnePlus,Smartphone,612,655,425,63.76884703298933,14.79093315997701,37.49771863629303,5
2024-09-13,3,OnePlus 11,OnePlus,Smartphone,613,660,425,56.93642290221623,12.255799627406201,40.972473419327955,5
2024-09-14,3,OnePlus 11,OnePlus,Smartphone,682,596,425,70.28610311303378,16.28070305438542,32.78987725518006,5
2024-09-15,3,OnePlus 11,OnePlus,Smartphone,668,633,425,65.43534227465913,16.70869928638385,54.95101716200773,5
2024-09-16,3,OnePlus 11,OnePlus,Smartphone,616,680,425,52.26950774987949,23.630805799517734,50.55451280823662,5
2024-09-17,3,OnePlus 11,OnePlus,Smartphone,643,625,425,60.87715009317764,20.876930622699735,60.534146413273675,5
2024-09-18,3,OnePlus 11,OnePlus,Smartphone,656,638,425,59.654921558152886,22.473887223068736,26.595762520033325,5
2024-09-19,3,OnePlus 11,OnePlus,Smartphone,671,670,425,57.28594939835503,17.680260152577958,68.16051879721275,5
2024-09-20,3,OnePlus 11,OnePlus,Smartphone,637,665,425,52.56283914705502,22.57072913203023,30.58259967712983,5
2024-09-21,3,OnePlus 11,OnePlus,Smartphone,690,655,425,58.28299698270886,32.562970753916375,30.736756356055185,5
2024-09-22,3,OnePlus 11,OnePlus,Smartphone,646,681,425,52.40326982247446,23.318231735164208,65.89348358935096,5
2024-09-23,3,OnePlus 11,OnePlus,Smartphone,601,639,425,47.14135982720285,17.472551222777444,53.13280313801498,5
2024-09-24,3,OnePlus 11,OnePlus,Smartphone,652,713,425,64.64251238123003,23.045677595267566,58.586679592326526,5
2024-09-25,3,OnePlus 11,OnePlus,Smartphone,607,611,425,57.510263447193246,21.570647482253328,45.2587555831554,5
2024-09-26,3,OnePlus 11,OnePlus,Smartphone,695,608,425,58.42847753891124,20.365490386058255,41.010365900071626,5
2024-09-27,3,OnePlus 11,OnePlus,Smartphone,690,669,425,59.615956643309126,27.65741448760814,79.01937945106042,5
2024-09-28,3,OnePlus 11,OnePlus,Smartphone,671,649,425,41.24992612528064,25.89994264844893,65.78316733935588,5
2024-09-29,3,OnePlus 11,OnePlus,Smartphone,685,672,425,61.34588975937778,16.388906155250293,42.52410368378838,5
2024-09-30,3,OnePlus 11,OnePlus,Smartphone,662,650,425,35.97507466471309,23.055383581854873,55.654162951119325,5
2024-10-01,3,OnePlus 11,OnePlus,Smartphone,688,623,425,62.02383370598695,12.21524456646761,50.59570732579452,5
2024-10-02,3,OnePlus 11,OnePlus,Smartphone,693,671,425,66.31703707734572,18.44950603311588,68.69310008401149,5
2024-10-03,3,OnePlus 11,OnePlus,Smartphone,684,629,425,82.08516680009173,26.53030730921363,58.49280404631585,5
2024-10-04,3,OnePlus 11,OnePlus,Smartphone,656,623,425,59.11904309337454,19.14402295647985,46.80490757606979,5
2024-10-05,3,OnePlus 11,OnePlus,Smartphone,662,647,425,57.53579413165531,18.823850030343557,16.747677441442374,5
2024-10-06,3,OnePlus 11,OnePlus,Smartphone,639,719,425,50.33118474035982,25.90781568441046,41.90902847699041,5
2024-10-07,3,OnePlus 11,OnePlus,Smartphone,630,718,425,53.10795952914967,12.989020071219782,55.52277554618012,5
2024-10-08,3,OnePlus 11,OnePlus,Smartphone,661,676,425,37.54414102434837,20.977016106416603,78.77909500814312,5
2024-10-09,3,OnePlus 11,OnePlus,Smartphone,609,642,425,54.412041811150424,18.439640339736336,44.932773587128956,5
2024-10-10,3,OnePlus 11,OnePlus,Smartphone,668,614,425,57.35644166796533,16.128980908235498,40.960635430781636,5
2024-10-11,3,OnePlus 11,OnePlus,Smartphone,639,651,425,46.36208511592143,21.97102920480626,49.01878312796834,5
2024-10-12,3,OnePlus 11,OnePlus,Smartphone,666,670,425,53.326666187835194,8.790420327455434,53.081835305544544,5
2024-10-13,3,OnePlus 11,OnePlus,Smartphone,609,598,425,62.17207937528401,17.67616388044136,32.34160373823184,5
2024-10-14,3,OnePlus 11,OnePlus,Smartphone,676,613,425,59.35963138233584,11.584235969817982,36.816394283924886,5
2024-10-15,3,OnePlus 11,OnePlus,Smartphone,608,617,425,55.529035487108054,17.176539421210393,74.51999828779807,5
2024-10-16,3,OnePlus 11,OnePlus,Smartphone,689,675,425,69.44208646585996,16.54492906351856,28.743338885400952,5
2024-10-17,3,OnePlus 11,OnePlus,Smartphone,604,654,425,47.32101081510316,14.59349587580451,29.884478115610868,5
2024-10-18,3,OnePlus 11,OnePlus,Smartphone,632,723,425,63.42106039650418,29.586295742130616,27.116424379083742,5
2024-10-19,3,OnePlus 11,OnePlus,Smartphone,646,599,425,66.47129090142344,14.930740515270239,69.99287365560784,5
2024-10-20,3,OnePlus 11,OnePlus,Smartphone,626,637,425,42.91023788820191,15.034331886398176,39.32211043241345,5
2024-10-21,3,OnePlus 11,OnePlus,Smartphone,686,679,425,45.08344521916599,18.53584290084082,64.12153430224339,5
2024-10-22,3,OnePlus 11,OnePlus,Smartphone,649,701,425,54.38069886142074,12.855476967441366,67.83839691883678,5
2024-10-23,3,OnePlus 11,OnePlus,Smartphone,626,650,425,58.97125353873921,25.69251819796848,32.68940181018429,5
2024-10-24,3,OnePlus 11,OnePlus,Smartphone,612,700,425,58.588128744411996,23.867494772720782,46.488529426895596,5
2024-10-25,3,OnePlus 11,OnePlus,Smartphone,674,614,425,49.1512122372366,18.18218977723716,40.39051654796057,5
2024-10-26,3,OnePlus 11,OnePlus,Smartphone,639,720,425,72.64656907022541,22.149180755240444,41.131256609459506,5
2024-10-27,3,OnePlus 11,OnePlus,Smartphone,647,579,425,63.44966706351954,10.174241264096928,59.25921788912698,5
2024-10-28,3,OnePlus 11,OnePlus,Smartphone,673,605,425,65.32464307788696,14.279267614862386,53.70033155504085,5
2024-10-29,3,OnePlus 11,OnePlus,Smartphone,682,646,425,67.11957466717266,15.154744742312085,46.50074025264096,5
2024-10-30,3,OnePlus 11,OnePlus,Smartphone,694,592,425,60.42312061052587,14.259422882593437,39.780697297339614,5
2024-10-31,3,OnePlus 11,OnePlus,Smartphone,677,700,425,62.18764736784771,26.48624600093027,23.5185695371144,5
2024-11-01,3,OnePlus 11,OnePlus,Smartphone,602,609,425,59.47125579650765,14.095820415039324,46.36435076920389,5
2024-11-02,3,OnePlus 11,OnePlus,Smartphone,610,724,425,85.71031464397147,23.142997465151897,60.4895059957685,5
2024-11-03,3,OnePlus 11,OnePlus,Smartphone,608,714,425,59.492001440058516,16.588444638964347,30.037861072070008,5
2024-11-04,3,OnePlus 11,OnePlus,Smartphone,613,598,425,72.9871042920845,15.620925876768535,57.991748139839366,5
2024-11-05,3,OnePlus 11,OnePlus,Smartphone,615,629,425,75.31514606141683,15.161239357531436,81.4704967816819,5
2024-11-06,3,OnePlus 11,OnePlus,Smartphone,642,642,425,88.88532762812048,17.554732946186864,74.68093351842884,5
2024-11-07,3,OnePlus 11,OnePlus,Smartphone,676,674,425,68.68594389864963,24.436911820705667,65.21382285672887,5
2024-11-08,3,OnePlus 11,OnePlus,Smartphone,658,688,425,83.84041975675542,27.138115186537885,58.140967468165734,5
2024-11-09,3,OnePlus 11,OnePlus,Smartphone,619,668,425,77.52664036103582,21.66615267495011,69.48724730821502,5
2024-11-10,3,OnePlus 11,OnePlus,Smartphone,699,706,425,78.27958640734528,27.19084600572851,52.478600750973875,5
2024-11-11,3,OnePlus 11,OnePlus,Smartphone,600,586,425,82.73906000481823,16.51333530706237,45.8462030889225,5
2024-11-12,3,OnePlus 11,OnePlus,Smartphone,604,632,425,79.85521141335249,17.19082182405171,60.445087215483156,5
2024-11-13,3,OnePlus 11,OnePlus,Smartphone,698,704,425,79.66293905337477,22.364415675813696,40.3720571592046,5
2024-11-14,3,OnePlus 11,OnePlus,Smartphone,675,722,425,88.10027238506116,16.37569458099974,50.81077494269002,5
2024-11-15,3,OnePlus 11,OnePlus,Smartphone,618,726,425,93.16267551499968,24.415572758292416,48.85594383466899,5
2024-11-16,3,OnePlus 11,OnePlus,Smartphone,664,574,425,86.93823453859102,25.832641681105017,63.3701585240787,5
2024-11-17,3,OnePlus 11,OnePlus,Smartphone,650,648,425,77.0955851798885,22.220725855436285,62.23631729978104,5
2024-11-18,3,OnePlus 11,OnePlus,Smartphone,645,616,425,90.4776124138742,23.262865627272724,75.70888700640491,5
2024-11-19,3,OnePlus 11,OnePlus,Smartphone,605,695,425,70.64737204701981,17.779915114445313,24.79992881705228,5
2024-11-20,3,OnePlus 11,OnePlus,Smartphone,665,594,425,81.44310019435079,10.831471161852825,37.49602575550391,5
2024-11-21,3,OnePlus 11,OnePlus,Smartphone,647,609,425,92.52399379628758,21.449028709991968,57.571716773587504,5
2024-11-22,3,OnePlus 11,OnePlus,Smartphone,677,587,425,74.77225051783435,22.513986472627888,65.72727310556826,5
2024-11-23,3,OnePlus 11,OnePlus,Smartphone,676,578,425,82.93051090921554,17.31012560959444,64.03186047273164,5
2024-11-24,3,OnePlus 11,OnePlus,Smartphone,695,625,425,77.96217478590094,22.799757136596735,67.03259789154788,5
2024-11-25,3,OnePlus 11,OnePlus,Smartphone,684,682,425,70.00104707751899,30.968013078050355,24.78657375880264,5
2024-11-26,3,OnePlus 11,OnePlus,Smartphone,647,728,425,84.37496226925975,12.637150064055113,70.314312850175,5
2024-11-27,3,OnePlus 11,OnePlus,Smartphone,638,614,425,73.49343378663805,18.36676218405694,80.03641201467195,5
2024-11-28,3,OnePlus 11,OnePlus,Smartphone,653,603,425,67.36119170925889,24.84012537935292,37.82777694523243,5
2024-11-29,3,OnePlus 11,OnePlus,Smartphone,683,644,425,80.55118123289529,23.898527622738058,67.26683922556752,5
2024-11-30,3,OnePlus 11,OnePlus,Smartphone,665,630,425,85.29183579616925,21.997905373727995,59.45231879702375,5
2024-12-01,3,OnePlus 11,OnePlus,Smartphone,685,600,425,79.11087409096538,16.556379217378634,49.04560394270596,5
2024-12-02,3,OnePlus 11,OnePlus,Smartphone,631,616,425,85.84524051837435,18.659304303791185,52.49956842967758,5
2024-12-03,3,OnePlus 11,OnePlus,Smartphone,680,583,425,76.68005541119925,9.952299724142666,47.17945571169997,5
2024-12-04,3,OnePlus 11,OnePlus,Smartphone,613,724,425,88.23114398116614,14.501507062971692,38.81361242698792,5
2024-12-05,3,OnePlus 11,OnePlus,Smartphone,680,615,425,74.83253237939383,19.2383579777282,61.72657496453182,5
2024-12-06,3,OnePlus 11,OnePlus,Smartphone,609,723,425,94.7566943860955,9.808517351188623,57.20050541848033,5
2024-12-07,3,OnePlus 11,OnePlus,Smartphone,695,724,425,69.44417687879248,24.834099172394296,29.83121364479793,5
2024-12-08,3,OnePlus 11,OnePlus,Smartphone,680,677,425,90.58588835815996,16.29862854495623,50.87233669775357,5
2024-12-09,3,OnePlus 11,OnePlus,Smartphone,604,624,425,86.0826716634419,26.729675039191577,47.38028081477558,5
2024-12-10,3,OnePlus 11,OnePlus,Smartphone,688,715,425,94.95458245242958,18.576872478731605,20.41866460034273,5
2024-12-11,3,OnePlus 11,OnePlus,Smartphone,665,616,425,84.11565719164282,15.292984154989876,66.81450535421567,5
2024-12-12,3,OnePlus 11,OnePlus,Smartphone,633,596,425,77.47650961712753,16.801055545052336,51.01644402273453,5
2024-12-13,3,OnePlus 11,OnePlus,Smartphone,613,703,425,93.52039365974326,30.497037602512545,49.38127806531195,5
2024-12-14,3,OnePlus 11,OnePlus,Smartphone,626,679,425,66.63941970121522,25.352831542404335,47.17296444874059,5
2024-12-15,3,OnePlus 11,OnePlus,Smartphone,656,717,425,70.5587244353758,24.027902372653635,52.752096780673504,5
2024-12-16,3,OnePlus 11,OnePlus,Smartphone,614,692,425,73.86220690879026,30.907053226355494,23.864710857223848,5
2024-12-17,3,OnePlus 11,OnePlus,Smartphone,655,676,425,72.0146048544124,21.107837638041197,56.88770251002295,5
2024-12-18,3,OnePlus 11,OnePlus,Smartphone,640,573,425,66.31822792074595,18.509472973921007,47.826673965036555,5
2024-12-19,3,OnePlus 11,OnePlus,Smartphone,654,710,425,96.52913051230422,30.388887925992222,49.504621044206594,5
2024-12-20,3,OnePlus 11,OnePlus,Smartphone,614,622,425,91.5203869831373,20.310256744114973,63.37281827608745,5
2024-12-21,3,OnePlus 11,OnePlus,Smartphone,672,668,425,63.34039533735737,21.332689654139486,35.43000960178792,5
2024-12-22,3,OnePlus 11,OnePlus,Smartphone,678,698,425,85.4408628218318,7.208597363529464,50.681136895698224,5
2024-12-23,3,OnePlus 11,OnePlus,Smartphone,678,584,425,68.58058180838688,20.299526283982193,25.62318111676213,5
2024-12-24,3,OnePlus 11,OnePlus,Smartphone,616,704,425,62.04693460719783,9.91531039180526,65.26572574585533,5
2024-12-25,3,OnePlus 11,OnePlus,Smartphone,664,577,425,79.38902670432319,20.347458063598168,55.138577472971846,5
2024-12-26,3,OnePlus 11,OnePlus,Smartphone,650,675,425,88.19990505004218,15.169115009973282,29.9887804876269,5
2024-12-27,3,OnePlus 11,OnePlus,Smartphone,648,616,425,93.2542351569376,24.195424212137432,62.26037495600276,5
2024-12-28,3,OnePlus 11,OnePlus,Smartphone,678,592,425,85.48827861401055,26.3624827195389,56.52405581267115,5
2024-12-29,3,OnePlus 11,OnePlus,Smartphone,649,634,425,83.33293716612778,24.681981424806864,80.43070295648432,5
2024-12-30,3,OnePlus 11,OnePlus,Smartphone,682,715,425,79.17302254981601,25.680956873212708,55.385826402205495,5
2024-01-01,4,Dell XPS 13,Dell,Laptop,1174,1278,773,90.47474504376328,11.101285129193785,68.55875109459375,5
2024-01-02,4,Dell XPS 13,Dell,Laptop,1209,1128,773,79.49562371244033,24.230592346479668,48.44805815229615,5
2024-01-03,4,Dell XPS 13,Dell,Laptop,1165,1164,773,84.64206708927,17.05218898020017,36.120930730669116,5
2024-01-04,4,Dell XPS 13,Dell,Laptop,1232,1252,773,88.44698548891665,17.520578419135468,56.43318663996399,5
2024-01-05,4,Dell XPS 13,Dell,Laptop,1207,1198,773,91.2383999307149,17.305154164430085,55.604700208920406,5
2024-01-06,4,Dell XPS 13,Dell,Laptop,1160,1278,773,81.11140301964326,19.201257510042065,34.787536728095475,5
2024-01-07,4,Dell XPS 13,Dell,Laptop,1241,1269,773,100.0,17.552417004073142,53.46508897595727,5
2024-01-08,4,Dell XPS 13,Dell,Laptop,1190,1201,773,81.63023918267889,13.002697015212442,53.17334153444521,5
2024-01-09,4,Dell XPS 13,Dell,Laptop,1182,1142,773,91.00289722507038,18.93022285406225,22.814619403593202,5
2024-01-10,4,Dell XPS 13,Dell,Laptop,1170,1265,773,100.0,18.114346981112156,41.17133828524634,5
2024-01-11,4,Dell XPS 13,Dell,Laptop,1155,1195,773,81.2003564797759,22.55865482134954,39.670729271563104,5
2024-01-12,4,Dell XPS 13,Dell,Laptop,1221,1133,773,89.53436898693934,22.449586545362557,45.06031454399142,5
2024-01-13,4,Dell XPS 13,Dell,Laptop,1152,1188,773,83.34684489065913,21.60127390644077,46.1576233516783,5
2024-01-14,4,Dell XPS 13,Dell,Laptop,1159,1147,773,96.13545913150567,27.45169060744833,26.74126555699242,5
2024-01-15,4,Dell XPS 13,Dell,Laptop,1192,1166,773,90.53800436675292,22.304544988460105,46.21579963923979,5
2024-01-16,4,Dell XPS 13,Dell,Laptop,1164,1231,773,94.08300481904564,24.583352378386135,21.106772517594525,5
2024-01-17,4,Dell XPS 13,Dell,Laptop,1247,1193,773,100.0,19.935951385003218,59.7227306845098,5
2024-01-18,4,Dell XPS 13,Dell,Laptop,1208,1194,773,51.63344451540631,26.184162330636333,41.894354915194185,5
2024-01-19,4,Dell XPS 13,Dell,Laptop,1214,1187,773,92.37736255679862,18.9472893021338,59.15471451592448,5
2024-01-20,4,Dell XPS 13,Dell,Laptop,1187,1213,773,79.25536170020013,18.162749654019095,58.17312589534384,5
2024-01-21,4,Dell XPS 13,Dell,Laptop,1183,1261,773,99.21025839730993,17.60140551616932,43.51043725499708,5
2024-01-22,4,Dell XPS 13,Dell,Laptop,1155,1217,773,92.68517915860872,18.519660023806352,52.726128450906074,5
2024-01-23,4,Dell XPS 13,Dell,Laptop,1167,1131,773,100.0,15.175533499068079,53.19236598004953,5
2024-01-24,4,Dell XPS 13,Dell,Laptop,1190,1256,773,88.26126179685414,26.69296069147803,39.42334219751059,5
2024-01-25,4,Dell XPS 13,Dell,Laptop,1220,1138,773,85.90659424781376,14.719442154064566,21.79567384146823,5
2024-01-26,4,Dell XPS 13,Dell,Laptop,1239,1200,773,94.79794714287998,24.4730434943163,47.15980612740116,5
2024-01-27,4,Dell XPS 13,Dell,Laptop,1218,1213,773,98.97287943171746,24.250430607461766,42.14498599910745,5
2024-01-28,4,Dell XPS 13,Dell,Laptop,1240,1198,773,78.60639040393299,20.533510534182767,73.64854641982835,5
2024-01-29,4,Dell XPS 13,Dell,Laptop,1209,1192,773,83.61166130240548,23.249677752142343,50.81698317245283,5
2024-01-30,4,Dell XPS 13,Dell,Laptop,1228,1184,773,97.59025520630925,16.95770606750744,57.754937144613315,5
2024-01-31,4,Dell XPS 13,Dell,Laptop,1187,1204,773,68.8239708978998,25.137396716763458,79.61118031617536,5
2024-02-01,4,Dell XPS 13,Dell,Laptop,1167,1148,773,77.51639501573564,17.768575909220402,66.74951203514215,5
2024-02-02,4,Dell XPS 13,Dell,Laptop,1233,1248,773,60.99919847724901,22.492336613070325,56.497766171099954,5
2024-02-03,4,Dell XPS 13,Dell,Laptop,1168,1181,773,55.88918382321516,23.690969796291355,46.619070767565155,5
2024-02-04,4,Dell XPS 13,Dell,Laptop,1190,1256,773,41.36443959707193,23.940587167268934,50.50719233592212,5
2024-02-05,4,Dell XPS 13,Dell,Laptop,1247,1255,773,49.116902476367315,15.839582115427664,42.08191543243976,5
2024-02-06,4,Dell XPS 13,Dell,Laptop,1193,1190,773,69.27708883561306,21.990282890977863,37.03939706961446,5
2024-02-07,4,Dell XPS 13,Dell,Laptop,1155,1187,773,40.100537301788755,21.66188416759805,44.35366168117707,5
2024-02-08,4,Dell XPS 13,Dell,Laptop,1249,1121,773,56.18654696878106,19.982423526718016,34.551802121832324,5
2024-02-09,4,Dell XPS 13,Dell,Laptop,1247,1162,773,66.16595386114557,14.426383720224958,47.19197946337285,5
2024-02-10,4,Dell XPS 13,Dell,Laptop,1241,1171,773,76.2643073460886,21.18021531912185,44.20965803193953,5
2024-02-11,4,Dell XPS 13,Dell,Laptop,1157,1134,773,58.15710998167288,18.97080070039328,29.532937195740786,5
2024-02-12,4,Dell XPS 13,Dell,Laptop,1228,1220,773,45.42208611985151,20.629807074393195,89.80587313049526,5
2024-02-13,4,Dell XPS 13,Dell,Laptop,1196,1162,773,59.326943300322846,22.758261342895374,62.16995478382127,5
2024-02-14,4,Dell XPS 13,Dell,Laptop,1225,1266,773,61.9626597206611,11.62025342726169,65.2024124518659,5
2024-02-15,4,Dell XPS 13,Dell,Laptop,1201,1171,773,45.87363183689601,14.638058726288596,49.87896668170428,5
2024-02-16,4,Dell XPS 13,Dell,Laptop,1226,1146,773,53.72907175227704,19.795412324024653,47.80278993907758,5
2024-02-17,4,Dell XPS 13,Dell,Laptop,1230,1203,773,49.572155408098375,8.1967056639294,63.039475427174764,5
2024-02-18,4,Dell XPS 13,Dell,Laptop,1208,1260,773,65.72085075472812,28.701057273675136,51.807965511444095,5
2024-02-19,4,Dell XPS 13,Dell,Laptop,1211,1188,773,66.44521966243724,17.147654910058904,47.369251209717234,5
2024-02-20,4,Dell XPS 13,Dell,Laptop,1199,1208,773,52.1342790844215,21.661861666119925,23.667416169430588,5
2024-02-21,4,Dell XPS 13,Dell,Laptop,1214,1225,773,61.030406144860216,22.95524352424675,57.246937755361955,5
2024-02-22,4,Dell XPS 13,Dell,Laptop,1182,1190,773,57.59470477064797,21.263052137109998,52.757792157098365,5
2024-02-23,4,Dell XPS 13,Dell,Laptop,1173,1258,773,63.54074501013945,17.89669703025791,49.12674123068973,5
2024-02-24,4,Dell XPS 13,Dell,Laptop,1242,1223,773,64.78140575555808,17.113856371447145,52.28788824346425,5
2024-02-25,4,Dell XPS 13,Dell,Laptop,1223,1276,773,56.78247296009792,19.837594820789526,78.69032201535194,5
2024-02-26,4,Dell XPS 13,Dell,Laptop,1220,1200,773,59.88467358805268,10.85618588422353,36.855989762283144,5
2024-02-27,4,Dell XPS 13,Dell,Laptop,1210,1135,773,75.62855725642585,19.87717896495058,63.27268481301442,5
2024-02-28,4,Dell XPS 13,Dell,Laptop,1174,1161,773,60.030601167385726,22.923114762433705,53.56744311137504,5
2024-02-29,4,Dell XPS 13,Dell,Laptop,1189,1248,773,60.28338779483595,25.65927417508047,20.248575600309405,5
2024-03-01,4,Dell XPS 13,Dell,Laptop,1188,1217,773,49.10690071751134,28.842011676672094,59.93458468592344,5
2024-03-02,4,Dell XPS 13,Dell,Laptop,1184,1141,773,64.80063617904104,26.915972576646716,68.99495401934433,5
2024-03-03,4,Dell XPS 13,Dell,Laptop,1247,1123,773,63.32081461416811,23.230648380120858,45.188242072220014,5
2024-03-04,4,Dell XPS 13,Dell,Laptop,1194,1160,773,65.20168098946017,25.306876683145923,17.759045095082655,5
2024-03-05,4,Dell XPS 13,Dell,Laptop,1163,1128,773,56.8329255572573,15.613900070565535,50.69362737527299,5
2024-03-06,4,Dell XPS 13,Dell,Laptop,1218,1267,773,71.65352382552116,19.593261364821256,66.43174226763425,5
2024-03-07,4,Dell XPS 13,Dell,Laptop,1178,1124,773,71.5871605870804,19.890452558588603,48.1856000730072,5
2024-03-08,4,Dell XPS 13,Dell,Laptop,1241,1265,773,58.55133244853906,22.029120433369073,50.24561362896941,5
2024-03-09,4,Dell XPS 13,Dell,Laptop,1152,1202,773,77.55956723790878,18.92446441898406,62.93419118079549,5
2024-03-10,4,Dell XPS 13,Dell,Laptop,1169,1170,773,58.764837289084575,15.970948541573671,18.194918881539152,5
2024-03-11,4,Dell XPS 13,Dell,Laptop,1200,1207,773,50.862652673982126,24.35265967107678,58.084474960309855,5
2024-03-12,4,Dell XPS 13,Dell,Laptop,1201,1235,773,48.931006781163575,19.919061953755953,56.8664335528592,5
2024-03-13,4,Dell XPS 13,Dell,Laptop,1224,1132,773,34.910428215049244,16.156167949807397,43.1145249023165,5
2024-03-14,4,Dell XPS 13,Dell,Laptop,1199,1261,773,66.80162946791292,13.023902452817794,39.425222785429014,5
2024-03-15,4,Dell XPS 13,Dell,Laptop,1248,1234,773,52.09982903184792,23.464076051504613,45.74439907452902,5
2024-03-16,4,Dell XPS 13,Dell,Laptop,1185,1279,773,43.47949732394338,28.830583423248065,65.96578912300967,5
2024-03-17,4,Dell XPS 13,Dell,Laptop,1199,1241,773,48.876725303294194,14.161212920500395,69.12025774519229,5
2024-03-18,4,Dell XPS 13,Dell,Laptop,1183,1137,773,63.25735713028891,11.687805181884066,45.268567970379955,5
2024-03-19,4,Dell XPS 13,Dell,Laptop,1230,1141,773,62.46906063416612,14.374010861311383,33.66959884285487,5
2024-03-20,4,Dell XPS 13,Dell,Laptop,1177,1197,773,56.44065082913029,28.239388028918366,51.02483194909727,5
2024-03-21,4,Dell XPS 13,Dell,Laptop,1205,1123,773,42.13396927302301,22.73299879294538,74.43152131362173,5
2024-03-22,4,Dell XPS 13,Dell,Laptop,1249,1224,773,71.4618190304944,26.36852673905595,65.81190512464428,5
2024-03-23,4,Dell XPS 13,Dell,Laptop,1241,1200,773,49.432143668501176,24.322859862486343,69.12686606991714,5
2024-03-24,4,Dell XPS 13,Dell,Laptop,1174,1226,773,61.48497806627911,22.354381283692163,55.444539385950016,5
